id_cliente,idade,renda_mensal,score_credito,valor_imovel,prazo_contrato_meses,valor_financiado,inadimplente
376,45,"R$10.565,39",506,"R$458.911,82",300,"R$293.698,64",0
377,62,"R$8.728,62",738,"R$384.363,69",360,"R$131.788,90",0
378,51,"R$6.173,30",341,"R$540.353,53",120,"R$286.636,14",0
379,23,"R$7.505,49",710,"R$318.763,81",360,"R$214.150,10",0
380,60,"R$7.050,61",822,"R$371.303,04",180,"R$294.407,45",0
381,66,"R$7.780,90",726,"R$429.598,79",240,"R$272.191,72",0
382,44,"R$8.381,79",574,"R$439.296,38",300,"R$185.567,48",0
383,52,"R$9.470,50",747,"R$404.722,81",360,"R$266.419,64",0
384,67,"R$9.271,67",668,"R$272.158,01",360,"R$163.013,04",0
385,42,"R$2.000,00",519,"R$633.801,14",240,"R$257.259,66",1
386,43,"R$7.756,73",531,"R$376.403,01",300,"R$273.101,24",0
387,22,"R$4.226,45",627,"R$411.026,75",360,"R$211.145,35",0
388,47,"R$7.310,68",742,"R$461.676,11",360,"R$360.563,88",0
389,62,"R$7.690,53",351,"R$336.349,46",180,"R$222.478,52",0
390,22,"R$10.440,37",675,"R$405.692,64",180,"R$252.455,06",0
391,46,"R$7.924,71",562,"R$332.280,98",120,"R$220.693,19",0
392,37,"R$8.648,05",566,"R$441.555,07",240,"R$238.019,60",0
393,60,"R$9.982,64",658,"R$372.397,74",300,"R$205.791,92",0
394,53,"R$11.069,38",616,"R$426.871,85",360,"R$309.739,79",0
395,29,"R$7.692,47",623,"R$295.346,27",360,"R$189.158,73",0
396,63,"R$8.235,45",720,"R$317.108,36",120,"R$237.394,19",0
397,68,"R$8.025,06",345,"R$263.485,93",360,"R$196.405,94",0
398,59,"R$6.643,50",568,"R$328.946,99",240,"R$259.290,83",0
399,49,"R$6.077,21",680,"R$142.647,58",120,"R$92.736,24",0
400,62,"R$2.320,29",417,"R$369.289,98",240,"R$203.534,49",1
401,46,"R$5.308,35",415,"R$346.575,97",120,"R$132.792,61",0
402,55,"R$3.553,42",559,"R$415.091,10",360,"R$270.925,93",0
403,45,"R$11.138,00",374,"R$404.460,77",120,"R$180.304,10",0
404,44,"R$8.471,04",779,"R$525.707,98",180,"R$232.086,29",0
405,33,"R$7.685,15",604,"R$659.431,02",300,"R$276.396,48",0
406,27,"R$6.206,29",306,"R$513.753,90",360,"R$378.924,85",1
407,56,"R$8.074,45",665,"R$354.689,24",300,"R$260.335,60",0
408,65,"R$5.880,05",822,"R$350.660,93",360,"R$215.826,62",0
409,40,"R$8.435,05",647,"R$486.866,30",300,"R$261.199,14",0
410,21,"R$8.614,33",737,"R$231.665,53",180,"R$147.352,54",0
411,28,"R$5.846,54",514,"R$368.479,71",300,"R$222.419,78",0
412,66,"R$5.798,85",728,"R$376.184,71",120,"R$191.051,85",0
413,36,"R$10.405,50",797,"R$458.413,15",300,"R$224.537,84",0
414,34,"R$7.867,85",839,"R$461.386,63",360,"R$226.724,08",0
415,32,"R$6.047,45",666,"R$325.543,95",240,"R$193.557,59",0
416,43,"R$7.073,73",612,"R$358.562,73",300,"R$223.683,87",0
417,35,"R$5.473,51",837,"R$444.510,43",300,"R$233.755,09",0
418,48,"R$7.832,04",353,"R$320.107,93",300,"R$251.075,29",1
419,54,"R$10.079,07",840,"R$520.611,84",360,"R$178.009,09",0
420,22,"R$7.930,82",766,"R$460.917,52",300,"R$218.255,28",0
421,52,"R$13.909,08",463,"R$417.150,95",360,"R$212.553,99",0
422,43,"R$9.053,40",633,"R$439.094,06",360,"R$135.443,25",0
423,42,"R$8.574,89",846,"R$353.310,94",240,"R$170.464,97",1
424,45,"R$5.729,24",647,"R$337.370,86",120,"R$147.382,13",0
425,42,"R$7.403,67",572,"R$357.527,78",360,"R$197.719,35",0
426,42,"R$6.052,47",713,"R$449.996,67",180,"R$210.690,81",0
427,69,"R$2.585,89",799,"R$420.101,50",300,"R$278.565,55",1
428,62,"R$10.435,66",392,"R$357.728,55",180,"R$198.527,27",0
429,26,"R$6.721,37",378,"R$474.958,17",300,"R$173.303,27",0
430,35,"R$6.099,00",516,"R$382.605,36",240,"R$258.270,35",0
431,63,"R$8.526,43",657,"R$330.668,93",360,"R$115.606,64",0
432,57,"R$9.281,25",806,"R$425.434,15",120,"R$306.110,33",1
433,53,"R$7.198,06",480,"R$298.697,05",360,"R$228.715,65",0
434,28,"R$7.993,50",545,"R$231.277,63",300,"R$106.670,48",0
435,64,"R$9.865,47",543,"R$399.489,54",120,"R$304.839,01",0
436,64,"R$7.099,52",805,"R$334.258,62",360,"R$232.812,49",0
437,25,"R$8.755,83",721,"R$374.584,56",120,"R$285.140,44",1
438,59,"R$3.851,89",619,"R$303.326,71",300,"R$192.046,78",0
439,24,"R$4.896,70",386,"R$520.893,21",240,"R$217.640,65",1
440,26,"R$9.513,85",516,"R$333.850,73",240,"R$249.473,84",0
441,65,"R$4.766,10",789,"R$356.800,06",360,"R$139.912,91",0
442,52,"R$8.585,34",818,"R$437.788,33",180,"R$177.974,21",0
443,50,"R$7.632,50",577,"R$262.338,57",300,"R$114.256,71",0
444,67,"R$7.088,83",468,"R$254.945,02",360,"R$115.266,55",0
445,55,"R$5.928,84",629,"R$438.095,28",360,"R$244.124,14",0
446,60,"R$10.273,35",740,"R$355.505,24",240,"R$233.470,49",0
447,36,"R$12.324,73",690,"R$309.850,49",120,"R$236.448,18",0
448,33,"R$8.750,48",795,"R$460.337,32",300,"R$158.456,76",0
449,62,"R$8.806,23",680,"R$318.807,83",120,"R$247.772,56",0
450,50,"R$6.294,17",605,"R$372.548,77",300,"R$283.383,50",0
451,39,"R$5.009,76",812,"R$310.386,95",180,"R$101.496,42",0
452,37,"R$7.900,65",487,"R$430.343,72",240,"R$206.634,09",0
453,39,"R$5.565,63",815,"R$533.207,62",180,"R$376.749,41",0
454,48,"R$3.568,47",726,"R$213.896,01",360,"R$129.575,69",0
455,46,"R$10.008,61",801,"R$411.265,77",240,"R$283.587,07",0
456,57,"R$10.130,42",559,"R$485.658,84",360,"R$320.300,10",0
457,46,"R$5.852,90",812,"R$357.852,23",180,"R$196.240,82",1
458,43,"R$8.609,91",370,"R$286.895,76",300,"R$91.981,37",1
459,29,"R$10.504,88",777,"R$442.096,35",360,"R$261.780,32",0
460,32,"R$8.512,57",477,"R$500.165,35",120,"R$162.195,28",0
461,21,"R$5.017,11",756,"R$489.052,22",300,"R$294.342,61",0
462,21,"R$7.417,77",488,"R$436.590,93",300,"R$305.703,34",0
463,67,"R$11.317,02",590,"R$409.791,37",180,"R$242.799,70",0
464,54,"R$8.617,57",819,"R$310.098,74",180,"R$247.617,22",0
465,52,"R$9.347,83",591,"R$486.524,50",240,"R$256.852,46",0
466,68,"R$8.854,07",582,"R$480.995,68",240,"R$324.390,09",0
467,45,"R$5.861,22",843,"R$286.194,17",120,"R$181.334,53",0
468,60,"R$6.447,89",676,"R$436.447,97",300,"R$347.288,57",0
469,65,"R$8.847,16",455,"R$465.282,39",120,"R$305.508,84",0
470,21,"R$10.042,18",807,"R$488.211,38",120,"R$186.504,25",0
471,36,"R$10.749,76",712,"R$392.501,04",180,"R$305.271,16",0
472,59,"R$5.854,74",827,"R$314.243,24",120,"R$199.195,21",0
473,25,"R$9.082,80",654,"R$349.788,38",120,"R$115.314,43",0
474,42,"R$10.967,61",486,"R$299.275,01",360,"R$188.179,38",0
475,49,"R$5.532,30",330,"R$394.893,93",240,"R$292.837,43",0
476,23,"R$11.716,87",559,"R$375.311,46",240,"R$220.878,65",0
477,32,"R$12.097,35",720,"R$614.503,64",300,"R$293.124,27",0
478,46,"R$14.562,72",828,"R$489.467,71",240,"R$347.744,69",0
479,36,"R$8.577,33",603,"R$496.954,81",300,"R$343.523,00",0
480,57,"R$8.591,06",338,"R$447.135,25",360,"R$255.802,09",0
481,42,"R$10.067,49",788,"R$363.268,24",240,"R$137.017,84",0
482,49,"R$9.994,51",841,"R$372.461,00",360,"R$158.479,64",0
483,34,"R$10.815,92",577,"R$381.613,07",240,"R$255.391,49",0
484,48,"R$9.960,08",502,"R$418.823,33",240,"R$294.450,01",0
485,25,"R$7.734,85",365,"R$438.916,98",360,"R$192.962,23",0
486,67,"R$11.054,99",407,"R$400.070,86",120,"R$193.631,31",0
487,69,"R$5.321,86",567,"R$370.940,15",120,"R$125.680,44",0
488,50,"R$8.014,63",521,"R$340.588,44",120,"R$223.674,98",0
489,66,"R$11.909,34",829,"R$260.735,12",120,"R$78.686,93",0
490,25,"R$4.874,38",389,"R$528.337,92",240,"R$170.796,20",0
491,32,"R$6.306,31",554,"R$620.552,96",180,"R$187.513,75",0
492,36,"R$9.679,37",754,"R$519.933,68",360,"R$323.741,80",0
493,46,"R$8.984,78",552,"R$274.093,44",180,"R$139.429,57",1
494,46,"R$5.812,44",556,"R$478.701,66",180,"R$214.828,56",0
495,68,"R$6.959,51",682,"R$502.377,63",300,"R$379.973,57",0
496,41,"R$5.048,04",741,"R$359.656,23",120,"R$142.568,23",0
497,59,"R$10.451,21",389,"R$448.892,72",240,"R$222.060,05",0
498,56,"R$7.360,30",689,"R$354.369,70",120,"R$272.919,92",0
499,53,"R$12.480,39",343,"R$552.892,90",120,"R$283.939,96",1
500,50,"R$8.202,75",318,"R$436.537,09",180,"R$252.033,31",0
501,57,"R$7.450,65",400,"R$308.284,45",300,"R$104.868,64",0
502,43,"R$7.207,95",656,"R$466.980,81",120,"R$324.590,51",0
503,30,"R$7.389,50",841,"R$505.878,07",360,"R$258.695,62",0
504,25,"R$8.277,05",332,"R$419.813,17",360,"R$293.977,35",0
505,56,"R$14.281,02",528,"R$447.944,17",120,"R$191.226,84",0
506,54,"R$7.152,85",823,"R$393.024,66",180,"R$200.929,68",1
507,51,"R$7.234,12",454,"R$286.571,95",180,"R$198.673,02",0
508,30,"R$8.163,98",722,"R$384.826,62",240,"R$302.835,03",0
509,39,"R$10.725,69",545,"R$452.303,96",300,"R$149.175,62",0
510,52,"R$4.447,54",704,"R$387.197,31",180,"R$273.449,62",0
511,21,"R$9.137,73",840,"R$480.076,54",240,"R$216.199,85",0
512,25,"R$5.956,44",460,"R$360.781,84",360,"R$207.583,64",0
513,65,"R$9.383,18",416,"R$367.340,92",360,"R$163.483,66",1
514,24,"R$6.765,60",570,"R$483.112,00",360,"R$293.115,03",1
515,36,"R$2.239,74",786,"R$422.185,25",120,"R$201.340,74",1
516,44,"R$8.923,94",471,"R$358.827,84",300,"R$167.503,51",1
517,36,"R$8.902,86",573,"R$503.380,54",240,"R$160.562,87",0
518,22,"R$6.552,30",558,"R$331.126,43",300,"R$123.669,17",0
519,69,"R$6.404,14",434,"R$327.305,10",120,"R$248.273,72",0
520,48,"R$4.721,57",721,"R$117.055,12",240,"R$93.543,28",0
521,52,"R$9.932,75",720,"R$344.603,15",240,"R$237.865,87",0
522,47,"R$10.205,54",485,"R$530.871,67",180,"R$235.391,85",0
523,40,"R$5.802,37",663,"R$192.770,73",300,"R$96.621,04",0
524,44,"R$6.650,16",677,"R$304.807,99",300,"R$204.145,68",0
525,32,"R$7.841,78",822,"R$443.906,86",180,"R$348.136,96",0
526,55,"R$13.677,16",495,"R$175.513,32",360,"R$92.624,62",0
527,53,"R$9.362,80",397,"R$348.930,14",120,"R$249.401,73",0
528,53,"R$5.641,46",321,"R$514.086,32",300,"R$404.860,69",1
529,63,"R$8.759,45",749,"R$604.302,58",180,"R$445.211,82",0
530,57,"R$4.558,27",471,"R$429.024,66",240,"R$177.433,82",1
531,32,"R$9.794,98",682,"R$307.353,30",180,"R$93.440,30",1
532,23,"R$12.188,87",433,"R$303.987,13",360,"R$165.989,39",1
533,21,"R$12.199,48",725,"R$414.490,80",120,"R$234.469,33",0
534,53,"R$9.837,23",324,"R$428.096,33",360,"R$171.506,17",0
535,60,"R$6.541,47",802,"R$585.792,88",240,"R$259.117,98",0
536,30,"R$4.747,75",484,"R$497.080,49",240,"R$339.295,50",0
537,63,"R$4.499,49",384,"R$408.410,65",240,"R$218.570,61",0
538,64,"R$2.000,00",443,"R$366.479,27",240,"R$168.095,63",1
539,49,"R$9.734,64",711,"R$701.471,17",180,"R$428.818,45",0
540,33,"R$7.742,91",523,"R$462.659,48",240,"R$289.800,59",0
541,32,"R$10.273,04",519,"R$333.124,83",240,"R$228.089,87",0
542,51,"R$11.570,08",478,"R$377.537,71",180,"R$142.843,15",0
543,66,"R$8.249,76",732,"R$312.254,53",240,"R$209.447,42",0
544,22,"R$8.364,90",564,"R$159.545,05",360,"R$95.681,43",0
545,55,"R$6.839,20",728,"R$431.265,10",360,"R$141.793,90",0
546,43,"R$7.134,79",715,"R$578.245,42",300,"R$398.250,81",0
547,37,"R$9.821,17",752,"R$236.944,28",360,"R$116.467,62",0
548,46,"R$7.564,06",496,"R$405.526,26",120,"R$188.646,95",0
549,28,"R$7.202,48",352,"R$329.309,52",120,"R$172.570,56",1
550,49,"R$7.954,21",779,"R$452.150,25",120,"R$213.906,65",0
551,46,"R$10.215,83",742,"R$382.766,98",180,"R$179.572,37",0
552,30,"R$6.268,35",629,"R$263.994,53",360,"R$185.862,40",0
553,46,"R$7.833,68",550,"R$301.889,63",120,"R$109.360,31",0
554,54,"R$8.613,19",422,"R$316.969,95",300,"R$248.916,51",0
555,61,"R$10.900,55",686,"R$534.431,82",180,"R$308.616,11",0
556,27,"R$7.401,76",638,"R$529.325,93",300,"R$207.210,99",0
557,24,"R$6.205,44",647,"R$368.865,21",360,"R$134.859,98",0
558,65,"R$6.789,10",328,"R$522.780,34",240,"R$311.448,88",0
559,31,"R$10.632,64",334,"R$382.681,62",300,"R$235.923,11",0
560,49,"R$13.083,26",817,"R$367.333,72",240,"R$119.939,19",0
561,56,"R$4.715,61",695,"R$405.711,78",180,"R$171.007,90",0
562,45,"R$5.261,75",593,"R$428.482,53",300,"R$298.965,53",0
563,41,"R$7.578,01",648,"R$344.455,52",300,"R$111.883,39",1
564,56,"R$8.277,39",446,"R$402.186,57",180,"R$292.608,56",0
565,30,"R$9.967,42",366,"R$478.732,25",180,"R$301.161,48",1
566,57,"R$5.772,17",819,"R$412.953,96",120,"R$213.584,59",0
567,29,"R$5.342,23",421,"R$404.278,29",360,"R$191.311,13",0
568,44,"R$8.345,22",639,"R$449.418,02",300,"R$139.150,82",0
569,55,"R$7.354,00",474,"R$466.670,61",300,"R$332.552,96",1
570,69,"R$10.316,80",750,"R$393.738,42",180,"R$146.219,06",0
571,55,"R$9.218,40",435,"R$352.581,89",180,"R$160.344,02",0
572,68,"R$9.388,45",315,"R$418.920,33",360,"R$244.881,34",0
573,56,"R$7.738,80",632,"R$240.603,63",180,"R$101.774,45",0
574,38,"R$13.888,95",494,"R$378.967,80",240,"R$207.890,45",0
575,69,"R$5.905,63",795,"R$152.844,01",240,"R$107.704,80",0
576,59,"R$9.527,02",308,"R$232.420,82",240,"R$124.407,65",0
577,52,"R$4.825,78",633,"R$217.381,42",240,"R$168.359,45",1
578,44,"R$5.316,33",632,"R$504.735,17",360,"R$365.302,24",0
579,43,"R$6.481,64",626,"R$401.398,18",300,"R$187.260,13",0
580,52,"R$12.073,31",314,"R$273.795,10",240,"R$136.892,36",0
581,57,"R$8.659,74",525,"R$449.106,60",180,"R$229.791,39",1
582,32,"R$6.523,80",724,"R$498.865,45",240,"R$305.849,28",0
583,69,"R$8.936,09",707,"R$450.848,56",360,"R$199.905,29",0
584,33,"R$8.087,87",412,"R$381.128,99",180,"R$299.043,17",0
585,43,"R$6.770,07",727,"R$423.248,66",240,"R$255.786,99",0
586,45,"R$4.508,43",300,"R$490.149,65",300,"R$244.928,19",1
587,55,"R$11.596,36",565,"R$353.075,42",180,"R$219.791,18",0
588,61,"R$8.524,55",790,"R$402.986,69",180,"R$200.567,49",0
589,50,"R$13.434,35",507,"R$374.280,70",300,"R$265.326,78",0
590,37,"R$10.350,80",668,"R$238.658,41",180,"R$139.357,53",0
591,69,"R$9.378,30",605,"R$491.656,82",240,"R$157.814,59",0
592,40,"R$6.911,99",311,"R$605.727,19",180,"R$235.251,38",1
593,68,"R$5.261,64",644,"R$312.620,54",240,"R$228.993,60",0
594,45,"R$7.455,67",764,"R$496.268,02",300,"R$288.555,00",0
595,42,"R$5.189,27",793,"R$315.800,62",120,"R$244.799,72",0
596,33,"R$9.625,48",667,"R$413.278,78",300,"R$138.948,94",0
597,39,"R$12.081,63",719,"R$550.801,23",240,"R$246.555,33",0
598,69,"R$7.347,72",470,"R$347.956,10",360,"R$138.059,13",0
599,56,"R$10.361,23",433,"R$398.531,36",300,"R$229.920,77",1
600,32,"R$6.276,93",726,"R$219.849,70",360,"R$108.033,35",0
601,61,"R$7.243,83",324,"R$333.579,57",360,"R$126.305,49",0
602,39,"R$5.962,59",829,"R$209.372,77",240,"R$130.099,21",0
603,32,"R$2.667,17",489,"R$442.917,81",240,"R$251.643,39",0
604,29,"R$7.908,67",440,"R$483.163,76",120,"R$211.320,43",0
605,27,"R$8.321,13",614,"R$377.836,51",180,"R$203.988,52",0
606,48,"R$10.664,65",743,"R$428.588,70",300,"R$288.384,12",0
607,34,"R$9.988,60",618,"R$367.426,95",240,"R$147.939,26",0
608,51,"R$10.022,38",740,"R$474.054,54",300,"R$211.643,01",0
609,39,"R$5.564,91",391,"R$412.946,19",360,"R$195.346,46",0
610,67,"R$9.148,74",478,"R$201.433,66",180,"R$135.638,02",0
611,36,"R$11.956,48",355,"R$493.998,08",120,"R$357.388,49",0
612,25,"R$8.949,67",454,"R$361.045,72",300,"R$176.260,44",0
613,55,"R$12.571,48",410,"R$272.962,05",180,"R$122.371,73",0
614,32,"R$13.047,42",436,"R$356.106,60",120,"R$265.200,91",0
615,45,"R$7.328,83",531,"R$209.793,04",300,"R$167.767,82",0
616,41,"R$6.257,65",767,"R$275.011,07",180,"R$174.680,66",0
617,56,"R$6.096,34",780,"R$414.294,96",240,"R$329.360,48",1
618,43,"R$4.209,66",367,"R$422.671,17",300,"R$266.275,71",1
619,36,"R$6.703,99",548,"R$430.643,88",180,"R$287.123,25",0
620,59,"R$11.019,16",622,"R$400.320,99",120,"R$197.889,87",0
621,65,"R$2.489,91",817,"R$330.713,49",180,"R$170.808,15",0
622,62,"R$5.406,37",731,"R$394.554,09",240,"R$146.800,88",0
623,59,"R$7.682,17",786,"R$356.279,26",300,"R$253.448,16",0
624,34,"R$5.807,04",728,"R$237.421,84",300,"R$181.753,43",0
625,51,"R$6.681,79",568,"R$322.758,50",300,"R$197.437,53",0
626,25,"R$6.719,18",836,"R$488.954,12",240,"R$230.700,12",0
627,55,"R$7.356,15",447,"R$558.829,42",120,"R$210.683,25",0
628,43,"R$6.176,36",417,"R$465.127,50",300,"R$201.203,98",0
629,49,"R$5.971,97",666,"R$554.369,78",120,"R$237.106,84",0
630,63,"R$10.335,77",365,"R$408.538,86",180,"R$247.886,65",0
631,31,"R$10.624,14",669,"R$574.237,61",120,"R$443.609,31",1
632,38,"R$4.548,64",474,"R$605.448,84",120,"R$196.247,73",0
633,67,"R$2.000,00",794,"R$226.653,05",300,"R$68.111,77",0
634,32,"R$10.658,44",413,"R$422.149,33",360,"R$253.328,00",0
635,29,"R$4.928,00",410,"R$408.643,02",360,"R$180.632,57",0
636,30,"R$8.531,86",738,"R$357.589,62",240,"R$264.714,36",0
637,64,"R$4.085,82",446,"R$449.191,55",240,"R$208.256,50",0
638,37,"R$11.244,39",334,"R$404.112,51",360,"R$179.777,05",0
639,58,"R$14.359,17",608,"R$326.455,11",180,"R$141.928,09",0
640,27,"R$8.457,02",837,"R$397.339,49",300,"R$147.979,72",0
641,66,"R$7.764,74",313,"R$520.459,46",300,"R$307.469,36",0
642,33,"R$7.194,65",673,"R$418.253,81",180,"R$160.654,13",0
643,60,"R$9.954,50",727,"R$462.695,47",180,"R$237.046,10",0
644,62,"R$9.419,22",532,"R$372.294,69",360,"R$197.497,13",0
645,29,"R$10.508,75",739,"R$445.206,40",240,"R$138.123,52",0
646,47,"R$6.430,21",801,"R$279.078,55",180,"R$86.068,84",0
647,22,"R$8.850,29",574,"R$350.027,95",240,"R$196.052,88",0
648,25,"R$6.643,83",375,"R$389.733,14",120,"R$252.553,84",0
649,49,"R$5.355,71",738,"R$272.366,41",300,"R$210.013,91",0
650,57,"R$7.897,46",588,"R$316.978,33",360,"R$123.481,96",0
651,58,"R$5.693,72",839,"R$431.311,18",300,"R$151.661,69",0
652,39,"R$10.934,32",552,"R$412.983,19",360,"R$134.650,67",0
653,28,"R$5.845,20",425,"R$480.636,54",120,"R$248.979,72",0
654,68,"R$8.908,86",476,"R$339.948,90",300,"R$207.903,80",0
655,65,"R$6.491,44",336,"R$405.760,22",120,"R$292.259,62",0
656,21,"R$8.692,66",709,"R$332.813,26",360,"R$213.440,61",0
657,42,"R$6.690,01",426,"R$470.612,85",180,"R$190.212,49",0
658,37,"R$4.856,97",782,"R$519.074,61",300,"R$275.569,02",0
659,27,"R$9.209,43",467,"R$448.332,48",120,"R$338.568,66",0
660,45,"R$7.411,46",593,"R$506.119,43",300,"R$234.520,83",0
661,65,"R$8.714,96",642,"R$403.249,99",300,"R$221.531,50",0
662,24,"R$6.927,89",609,"R$480.559,38",300,"R$374.491,60",0
663,56,"R$4.680,16",827,"R$407.541,77",240,"R$271.974,63",0
664,26,"R$10.707,95",839,"R$297.507,19",120,"R$200.481,23",0
665,51,"R$9.841,89",718,"R$424.672,14",120,"R$180.981,25",0
666,39,"R$6.582,60",743,"R$300.470,33",300,"R$152.443,34",1
667,64,"R$8.174,45",535,"R$633.912,90",180,"R$216.272,75",0
668,59,"R$10.605,05",738,"R$366.591,18",300,"R$221.150,87",1
669,47,"R$6.857,40",513,"R$464.503,79",240,"R$163.442,66",0
670,30,"R$7.245,29",384,"R$398.758,68",360,"R$286.290,70",0
671,46,"R$8.609,08",384,"R$276.638,66",240,"R$195.660,13",0
672,39,"R$6.852,27",788,"R$210.147,70",180,"R$119.112,25",0
673,59,"R$10.142,73",364,"R$474.901,40",300,"R$175.990,39",0
674,23,"R$7.577,75",363,"R$554.934,09",120,"R$173.577,55",0
675,65,"R$6.039,91",642,"R$326.519,63",300,"R$228.026,40",0
676,33,"R$9.521,60",651,"R$234.330,75",180,"R$140.614,91",0
677,48,"R$5.144,67",457,"R$367.483,73",120,"R$240.872,66",0
678,40,"R$13.037,20",790,"R$306.288,30",240,"R$138.412,77",0
679,48,"R$11.956,24",762,"R$334.968,43",360,"R$185.820,85",0
680,28,"R$9.283,74",524,"R$461.037,37",360,"R$310.548,82",0
681,61,"R$9.073,33",612,"R$394.953,70",300,"R$209.831,66",0
682,59,"R$8.956,10",765,"R$317.049,24",240,"R$190.448,98",0
683,21,"R$6.777,26",387,"R$458.850,08",180,"R$318.838,46",0
684,23,"R$8.743,27",602,"R$466.687,23",360,"R$190.226,53",0
685,33,"R$5.692,17",734,"R$366.294,25",240,"R$121.962,96",0
686,48,"R$9.259,55",434,"R$413.791,65",300,"R$234.169,56",0
687,69,"R$10.169,62",349,"R$452.050,19",120,"R$149.657,04",0
688,45,"R$7.054,78",731,"R$442.610,31",300,"R$302.426,17",0
689,53,"R$6.512,25",639,"R$404.061,41",300,"R$266.521,22",0
690,58,"R$4.968,81",646,"R$543.258,61",240,"R$402.476,58",0
691,26,"R$11.644,89",646,"R$458.268,08",360,"R$284.025,87",0
692,64,"R$6.710,84",544,"R$354.932,10",240,"R$118.404,92",0
693,65,"R$7.503,15",408,"R$355.533,09",120,"R$151.661,91",0
694,52,"R$8.750,39",832,"R$344.191,36",240,"R$242.298,99",0
695,65,"R$8.705,52",389,"R$463.212,09",180,"R$177.672,51",0
696,67,"R$9.866,40",595,"R$337.725,24",300,"R$219.264,81",0
697,41,"R$7.051,68",411,"R$357.510,09",360,"R$246.728,32",0
698,36,"R$5.153,33",476,"R$505.802,24",120,"R$235.226,32",0
699,41,"R$4.715,84",642,"R$419.163,20",300,"R$193.296,58",0
700,31,"R$6.551,86",400,"R$519.853,26",240,"R$300.943,75",1
701,57,"R$5.620,37",700,"R$479.805,99",180,"R$350.566,97",0
702,56,"R$7.240,96",327,"R$282.332,82",240,"R$116.307,88",0
703,55,"R$11.268,95",836,"R$389.786,69",300,"R$300.380,97",0
704,39,"R$7.056,80",357,"R$498.994,90",120,"R$299.177,05",0
705,40,"R$7.055,87",797,"R$277.782,39",360,"R$221.132,35",0
706,38,"R$7.959,00",596,"R$441.971,08",300,"R$152.394,66",0
707,67,"R$6.985,94",433,"R$396.076,35",120,"R$143.887,04",0
708,61,"R$7.831,52",630,"R$224.521,13",300,"R$160.155,61",0
709,69,"R$9.352,17",548,"R$411.965,93",180,"R$301.714,76",0
710,34,"R$10.211,88",849,"R$316.253,20",240,"R$165.314,83",0
711,35,"R$10.508,03",374,"R$283.234,82",360,"R$186.095,36",0
712,51,"R$13.142,13",467,"R$400.914,07",120,"R$294.182,18",0
713,21,"R$9.423,40",802,"R$206.914,71",360,"R$66.536,30",0
714,23,"R$13.586,20",654,"R$332.570,97",360,"R$195.210,92",0
715,36,"R$6.058,80",524,"R$655.117,43",360,"R$476.100,26",0
716,43,"R$13.228,21",830,"R$465.022,24",120,"R$232.082,12",0
717,31,"R$7.049,06",445,"R$311.857,51",120,"R$140.707,55",0
718,32,"R$7.294,95",540,"R$540.416,59",360,"R$377.131,52",0
719,30,"R$7.700,32",643,"R$300.795,64",240,"R$140.740,26",0
720,52,"R$7.453,45",334,"R$344.630,48",300,"R$103.936,12",0
721,36,"R$8.214,60",300,"R$285.114,86",360,"R$222.328,66",0
722,28,"R$6.549,93",452,"R$425.607,99",180,"R$253.688,59",1
723,58,"R$10.074,91",728,"R$536.862,96",360,"R$381.043,30",0
724,32,"R$6.617,91",807,"R$300.099,38",120,"R$213.866,06",0
725,44,"R$9.639,03",425,"R$193.955,70",300,"R$64.627,05",0
726,48,"R$11.819,31",790,"R$509.096,67",180,"R$196.221,18",0
727,28,"R$7.107,24",781,"R$555.380,05",300,"R$253.009,12",0
728,48,"R$9.985,96",644,"R$200.491,95",300,"R$92.296,40",0
729,56,"R$9.397,90",520,"R$446.005,43",180,"R$280.712,72",0
730,46,"R$13.632,22",324,"R$422.650,54",360,"R$258.478,89",0
731,28,"R$6.737,92",827,"R$321.252,47",360,"R$175.819,83",0
732,48,"R$9.987,68",481,"R$260.564,43",360,"R$105.693,24",1
733,48,"R$3.934,97",798,"R$499.175,03",240,"R$245.090,81",0
734,57,"R$6.760,35",341,"R$417.907,05",360,"R$238.957,99",0
735,61,"R$8.883,48",780,"R$425.442,65",180,"R$227.183,26",0
736,56,"R$11.482,90",738,"R$337.823,06",240,"R$122.848,09",0
737,47,"R$4.935,17",701,"R$319.809,08",360,"R$199.802,40",0
738,37,"R$9.965,23",845,"R$154.502,65",240,"R$51.994,14",0
739,29,"R$7.841,94",644,"R$377.197,20",180,"R$184.486,15",0
740,53,"R$4.196,18",344,"R$543.882,64",360,"R$356.251,11",0
741,40,"R$8.453,97",320,"R$310.974,56",120,"R$96.405,77",0
742,33,"R$12.272,90",369,"R$247.758,53",180,"R$144.936,61",0
743,48,"R$5.198,94",347,"R$443.566,46",300,"R$207.261,08",0
744,68,"R$7.725,16",790,"R$462.008,00",300,"R$140.642,59",0
745,49,"R$5.533,40",586,"R$341.409,40",180,"R$134.922,14",0
746,33,"R$6.828,54",309,"R$365.123,55",300,"R$281.317,87",0
747,66,"R$11.580,43",841,"R$426.390,31",180,"R$239.023,51",0
748,55,"R$7.321,19",573,"R$384.445,05",120,"R$307.023,05",0
749,26,"R$11.503,91",680,"R$500.012,93",180,"R$281.211,46",0
750,38,"R$10.772,64",628,"R$643.724,26",360,"R$368.189,81",0
751,25,"R$7.093,16",778,"R$229.083,64",360,"R$113.607,50",0
